title	url	author
Imitation Learning from Observations by Minimizing Inverse Dynamics Disagreement	https://papers.nips.cc/paper/8317-imitation-learning-from-observations-by-minimizing-inverse-dynamics-disagreement.pdf	Chao Yang
Asymptotic Guarantees for Learning Generative Models with the Sliced-Wasserstein Distance	https://papers.nips.cc/paper/8318-asymptotic-guarantees-for-learning-generative-models-with-the-sliced-wasserstein-distance.pdf	Kimia Nadjahi
Generalized Sliced Wasserstein Distances	https://papers.nips.cc/paper/8319-generalized-sliced-wasserstein-distances.pdf	Soheil Kolouri
First Exit Time Analysis of Stochastic Gradient Descent Under Heavy-Tailed Gradient Noise	https://papers.nips.cc/paper/8320-first-exit-time-analysis-of-stochastic-gradient-descent-under-heavy-tailed-gradient-noise.pdf	Thanh Huy Nguyen
Blind Super-Resolution Kernel Estimation using an Internal-GAN	https://papers.nips.cc/paper/8321-blind-super-resolution-kernel-estimation-using-an-internal-gan.pdf	Sefi Bell-Kligler
Noise-tolerant fair classification	https://papers.nips.cc/paper/8322-noise-tolerant-fair-classification.pdf	Alex Lamy
Generalization in Generative Adversarial Networks: A Novel Perspective from Privacy Protection	https://papers.nips.cc/paper/8323-generalization-in-generative-adversarial-networks-a-novel-perspective-from-privacy-protection.pdf	Bingzhe Wu
Joint-task Self-supervised Learning for Temporal Correspondence	https://papers.nips.cc/paper/8324-joint-task-self-supervised-learning-for-temporal-correspondence.pdf	Xueting Li
Provable Gradient Variance Guarantees for Black-Box Variational Inference	https://papers.nips.cc/paper/8325-provable-gradient-variance-guarantees-for-black-box-variational-inference.pdf	Justin Domke
Divide and Couple: Using Monte Carlo Variational Objectives for Posterior Approximation	https://papers.nips.cc/paper/8326-divide-and-couple-using-monte-carlo-variational-objectives-for-posterior-approximation.pdf	Justin Domke
Experience Replay for Continual Learning	https://papers.nips.cc/paper/8327-experience-replay-for-continual-learning.pdf	David Rolnick
Deep ReLU Networks Have Surprisingly Few Activation Patterns	https://papers.nips.cc/paper/8328-deep-relu-networks-have-surprisingly-few-activation-patterns.pdf	Boris Hanin
Chasing Ghosts: Instruction Following as Bayesian State Tracking	https://papers.nips.cc/paper/8329-chasing-ghosts-instruction-following-as-bayesian-state-tracking.pdf	Peter Anderson
Block Coordinate Regularization by Denoising	https://papers.nips.cc/paper/8330-block-coordinate-regularization-by-denoising.pdf	Yu Sun
Reducing Noise in GAN Training with Variance Reduced Extragradient	https://papers.nips.cc/paper/8331-reducing-noise-in-gan-training-with-variance-reduced-extragradient.pdf	Tatjana Chavdarova
Learning Erdos-Renyi Random Graphs via Edge Detecting Queries	https://papers.nips.cc/paper/8332-learning-erdos-renyi-random-graphs-via-edge-detecting-queries.pdf	Zihan Li
A Primal-Dual link between GANs and Autoencoders	https://papers.nips.cc/paper/8333-a-primal-dual-link-between-gans-and-autoencoders.pdf	Hisham Husain
muSSP: Efficient Min-cost Flow Algorithm for Multi-object Tracking	https://papers.nips.cc/paper/8334-mussp-efficient-min-cost-flow-algorithm-for-multi-object-tracking.pdf	Congchao Wang
Category Anchor-Guided Unsupervised Domain Adaptation for Semantic Segmentation	https://papers.nips.cc/paper/8335-category-anchor-guided-unsupervised-domain-adaptation-for-semantic-segmentation.pdf	Qiming ZHANG
Invert to Learn to Invert	https://papers.nips.cc/paper/8336-invert-to-learn-to-invert.pdf	Patrick Putzky
Equitable Stable Matchings in Quadratic Time	https://papers.nips.cc/paper/8337-equitable-stable-matchings-in-quadratic-time.pdf	Nikolaos Tziavelis
Zero-Shot Semantic Segmentation	https://papers.nips.cc/paper/8338-zero-shot-semantic-segmentation.pdf	Maxime Bucher
Metric Learning for Adversarial Robustness	https://papers.nips.cc/paper/8339-metric-learning-for-adversarial-robustness.pdf	Chengzhi Mao
DISN: Deep Implicit Surface Network for High-quality Single-view 3D Reconstruction	https://papers.nips.cc/paper/8340-disn-deep-implicit-surface-network-for-high-quality-single-view-3d-reconstruction.pdf	Qiangeng Xu
Batched Multi-armed Bandits Problem	https://papers.nips.cc/paper/8341-batched-multi-armed-bandits-problem.pdf	Zijun Gao
vGraph: A Generative Model for Joint Community Detection and Node Representation Learning	https://papers.nips.cc/paper/8342-vgraph-a-generative-model-for-joint-community-detection-and-node-representation-learning.pdf	Fan-Yun Sun
Differentially Private Bayesian Linear Regression	https://papers.nips.cc/paper/8343-differentially-private-bayesian-linear-regression.pdf	Garrett Bernstein
Semantic Conditioned Dynamic Modulation for Temporal Sentence Grounding in Videos	https://papers.nips.cc/paper/8344-semantic-conditioned-dynamic-modulation-for-temporal-sentence-grounding-in-videos.pdf	Yitian Yuan
AGEM: Solving Linear Inverse Problems via Deep Priors and Sampling	https://papers.nips.cc/paper/8345-agem-solving-linear-inverse-problems-via-deep-priors-and-sampling.pdf	Bichuan Guo
CPM-Nets: Cross Partial Multi-View Networks	https://papers.nips.cc/paper/8346-cpm-nets-cross-partial-multi-view-networks.pdf	Changqing Zhang
Learning to Predict Layout-to-image Conditional Convolutions for Semantic Image Synthesis	https://papers.nips.cc/paper/8347-learning-to-predict-layout-to-image-conditional-convolutions-for-semantic-image-synthesis.pdf	Xihui Liu
Staying up to Date with Online Content Changes Using Reinforcement Learning for Scheduling	https://papers.nips.cc/paper/8348-staying-up-to-date-with-online-content-changes-using-reinforcement-learning-for-scheduling.pdf	Andrey Kolobov
SySCD: A System-Aware Parallel Coordinate Descent Algorithm	https://papers.nips.cc/paper/8349-syscd-a-system-aware-parallel-coordinate-descent-algorithm.pdf	Nikolas Ioannou
Importance Weighted Hierarchical Variational Inference	https://papers.nips.cc/paper/8350-importance-weighted-hierarchical-variational-inference.pdf	Artem Sobolev
RSN: Randomized Subspace Newton	https://papers.nips.cc/paper/8351-rsn-randomized-subspace-newton.pdf	Robert Gower
Trust Region-Guided Proximal Policy Optimization	https://papers.nips.cc/paper/8352-trust-region-guided-proximal-policy-optimization.pdf	Yuhui Wang
Adversarial Self-Defense for Cycle-Consistent GANs	https://papers.nips.cc/paper/8353-adversarial-self-defense-for-cycle-consistent-gans.pdf	Dina Bashkirova
Towards closing the gap between the theory and practice of SVRG	https://papers.nips.cc/paper/8354-towards-closing-the-gap-between-the-theory-and-practice-of-svrg.pdf	Othmane Sebbouh
Uniform Error Bounds for Gaussian Process Regression with Application to Safe Control	https://papers.nips.cc/paper/8355-uniform-error-bounds-for-gaussian-process-regression-with-application-to-safe-control.pdf	Armin Lederer
ETNet: Error Transition Network for Arbitrary Style Transfer	https://papers.nips.cc/paper/8356-etnet-error-transition-network-for-arbitrary-style-transfer.pdf	Chunjin Song
No Pressure! Addressing the Problem of Local Minima in Manifold Learning Algorithms	https://papers.nips.cc/paper/8357-no-pressure-addressing-the-problem-of-local-minima-in-manifold-learning-algorithms.pdf	Max Vladymyrov
Deep Equilibrium Models	https://papers.nips.cc/paper/8358-deep-equilibrium-models.pdf	Shaojie Bai
Saccader: Improving Accuracy of Hard Attention Models for Vision	https://papers.nips.cc/paper/8359-saccader-improving-accuracy-of-hard-attention-models-for-vision.pdf	Gamaleldin Elsayed
Multiway clustering via tensor block models	https://papers.nips.cc/paper/8360-multiway-clustering-via-tensor-block-models.pdf	Miaoyan Wang
Regret Minimization for Reinforcement Learning with Vectorial Feedback and Complex Objectives	https://papers.nips.cc/paper/8361-regret-minimization-for-reinforcement-learning-with-vectorial-feedback-and-complex-objectives.pdf	Wang Chi Cheung
NAT: Neural Architecture Transformer for Accurate and Compact Architectures	https://papers.nips.cc/paper/8362-nat-neural-architecture-transformer-for-accurate-and-compact-architectures.pdf	Yong Guo
Selecting Optimal Decisions via Distributionally Robust Nearest-Neighbor Regression	https://papers.nips.cc/paper/8363-selecting-optimal-decisions-via-distributionally-robust-nearest-neighbor-regression.pdf	Ruidi Chen
Network Pruning via Transformable Architecture Search	https://papers.nips.cc/paper/8364-network-pruning-via-transformable-architecture-search.pdf	Xuanyi Dong
Differentiable Cloth Simulation for Inverse Problems	https://papers.nips.cc/paper/8365-differentiable-cloth-simulation-for-inverse-problems.pdf	Junbang Liang
Poisson-Randomized Gamma Dynamical Systems	https://papers.nips.cc/paper/8366-poisson-randomized-gamma-dynamical-systems.pdf	Aaron Schein
Volumetric Correspondence Networks for Optical Flow	https://papers.nips.cc/paper/8367-volumetric-correspondence-networks-for-optical-flow.pdf	Gengshan Yang
Learning Conditional Deformable Templates with Convolutional Networks	https://papers.nips.cc/paper/8368-learning-conditional-deformable-templates-with-convolutional-networks.pdf	Adrian Dalca
Fast Low-rank Metric Learning for Large-scale and High-dimensional Data	https://papers.nips.cc/paper/8369-fast-low-rank-metric-learning-for-large-scale-and-high-dimensional-data.pdf	Han Liu
Efficient Symmetric Norm Regression via Linear Sketching	https://papers.nips.cc/paper/8370-efficient-symmetric-norm-regression-via-linear-sketching.pdf	Zhao Song
RUBi: Reducing Unimodal Biases for Visual Question Answering	https://papers.nips.cc/paper/8371-rubi-reducing-unimodal-biases-for-visual-question-answering.pdf	Remi Cadene
Why Can't I Dance in the Mall? Learning to Mitigate Scene Bias in Action Recognition	https://papers.nips.cc/paper/8372-why-cant-i-dance-in-the-mall-learning-to-mitigate-scene-bias-in-action-recognition.pdf	Jinwoo Choi
NeurVPS: Neural Vanishing Point Scanning via Conic Convolution	https://papers.nips.cc/paper/8373-neurvps-neural-vanishing-point-scanning-via-conic-convolution.pdf	Yichao Zhou
DATA: Differentiable ArchiTecture Approximation	https://papers.nips.cc/paper/8374-data-differentiable-architecture-approximation.pdf	Jianlong Chang
Learn, Imagine and Create: Text-to-Image Generation from Prior Knowledge	https://papers.nips.cc/paper/8375-learn-imagine-and-create-text-to-image-generation-from-prior-knowledge.pdf	Tingting Qiao
Memory-oriented Decoder for Light Field Salient Object Detection	https://papers.nips.cc/paper/8376-memory-oriented-decoder-for-light-field-salient-object-detection.pdf	Miao Zhang
Multi-label Co-regularization for Semi-supervised Facial Action Unit Recognition	https://papers.nips.cc/paper/8377-multi-label-co-regularization-for-semi-supervised-facial-action-unit-recognition.pdf	Xuesong Niu
Correlated Uncertainty for Learning Dense Correspondences from Noisy Labels	https://papers.nips.cc/paper/8378-correlated-uncertainty-for-learning-dense-correspondences-from-noisy-labels.pdf	Natalia Neverova
Powerset Convolutional Neural Networks	https://papers.nips.cc/paper/8379-powerset-convolutional-neural-networks.pdf	Chris Wendler
Optimal Pricing in Repeated Posted-Price Auctions with Different Patience of the Seller and the Buyer	https://papers.nips.cc/paper/8380-optimal-pricing-in-repeated-posted-price-auctions-with-different-patience-of-the-seller-and-the-buyer.pdf	Arsenii Vanunts
An Accelerated Decentralized Stochastic Proximal Algorithm for Finite Sums	https://papers.nips.cc/paper/8381-an-accelerated-decentralized-stochastic-proximal-algorithm-for-finite-sums.pdf	Hadrien Hendrikx
Point-Voxel CNN for Efficient 3D Deep Learning	https://papers.nips.cc/paper/8382-point-voxel-cnn-for-efficient-3d-deep-learning.pdf	Zhijian Liu
Deep Learning without Weight Transport	https://papers.nips.cc/paper/8383-deep-learning-without-weight-transport.pdf	Mohamed Akrout
Combinatorial Bandits with Relative Feedback	https://papers.nips.cc/paper/8384-combinatorial-bandits-with-relative-feedback.pdf	Aadirupa Saha
General Proximal Incremental Aggregated Gradient Algorithms: Better and Novel Results under General Scheme	https://papers.nips.cc/paper/8385-general-proximal-incremental-aggregated-gradient-algorithms-better-and-novel-results-under-general-scheme.pdf	Tao Sun
A Condition Number for Joint Optimization of Cycle-Consistent Networks	https://papers.nips.cc/paper/8386-a-condition-number-for-joint-optimization-of-cycle-consistent-networks.pdf	Leonidas J. Guibas
Explicit Disentanglement of Appearance and Perspective in Generative Models	https://papers.nips.cc/paper/8387-explicit-disentanglement-of-appearance-and-perspective-in-generative-models.pdf	Nicki Skafte
Polynomial Cost of Adaptation for X-Armed Bandits	https://papers.nips.cc/paper/8388-polynomial-cost-of-adaptation-for-x-armed-bandits.pdf	Hedi Hadiji
Learning to Propagate for Graph Meta-Learning	https://papers.nips.cc/paper/8389-learning-to-propagate-for-graph-meta-learning.pdf	LU LIU
Secretary Ranking with Minimal Inversions	https://papers.nips.cc/paper/8390-secretary-ranking-with-minimal-inversions.pdf	Sepehr Assadi
Nonparametric Regressive Point Processes Based on Conditional Gaussian Processes	https://papers.nips.cc/paper/8391-nonparametric-regressive-point-processes-based-on-conditional-gaussian-processes.pdf	Siqi Liu
Learning Perceptual Inference by Contrasting	https://papers.nips.cc/paper/8392-learning-perceptual-inference-by-contrasting.pdf	Chi Zhang
Selecting the independent coordinates of manifolds with large aspect ratios	https://papers.nips.cc/paper/8393-selecting-the-independent-coordinates-of-manifolds-with-large-aspect-ratios.pdf	Yu-Chia Chen
Region-specific Diffeomorphic Metric Mapping	https://papers.nips.cc/paper/8394-region-specific-diffeomorphic-metric-mapping.pdf	Zhengyang Shen
Deep Supervised Summarization: Algorithm and Application to Learning Instructions	https://papers.nips.cc/paper/8395-deep-supervised-summarization-algorithm-and-application-to-learning-instructions.pdf	Chengguang Xu
Scene Representation Networks: Continuous 3D-Structure-Aware Neural Scene Representations	https://papers.nips.cc/paper/8396-scene-representation-networks-continuous-3d-structure-aware-neural-scene-representations.pdf	Vincent Sitzmann
Reconciling λ-Returns with Experience Replay	https://papers.nips.cc/paper/8397-reconciling-returns-with-experience-replay.pdf	Brett Daley
Control Batch Size and Learning Rate to Generalize Well: Theoretical and Empirical Evidence	https://papers.nips.cc/paper/8398-control-batch-size-and-learning-rate-to-generalize-well-theoretical-and-empirical-evidence.pdf	Fengxiang He
Non-Asymptotic Gap-Dependent Regret Bounds for Tabular MDPs	https://papers.nips.cc/paper/8399-non-asymptotic-gap-dependent-regret-bounds-for-tabular-mdps.pdf	Max Simchowitz
A Graph Theoretic Framework of Recomputation Algorithms for Memory-Efficient Backpropagation	https://papers.nips.cc/paper/8400-a-graph-theoretic-framework-of-recomputation-algorithms-for-memory-efficient-backpropagation.pdf	Mitsuru Kusumoto
Combinatorial Inference against Label Noise	https://papers.nips.cc/paper/8401-combinatorial-inference-against-label-noise.pdf	Paul Hongsuck Seo
Value Propagation for Decentralized Networked Deep Multi-agent  Reinforcement Learning	https://papers.nips.cc/paper/8402-value-propagation-for-decentralized-networked-deep-multi-agent-reinforcement-learning.pdf	Chao Qu
Convolution with even-sized kernels and symmetric padding	https://papers.nips.cc/paper/8403-convolution-with-even-sized-kernels-and-symmetric-padding.pdf	Shuang Wu
On The Classification-Distortion-Perception Tradeoff	https://papers.nips.cc/paper/8404-on-the-classification-distortion-perception-tradeoff.pdf	Dong Liu
Optimal Statistical Rates for Decentralised Non-Parametric Regression with Linear Speed-Up	https://papers.nips.cc/paper/8405-optimal-statistical-rates-for-decentralised-non-parametric-regression-with-linear-speed-up.pdf	Dominic Richards
Online sampling from log-concave distributions	https://papers.nips.cc/paper/8406-online-sampling-from-log-concave-distributions.pdf	Holden Lee
Envy-Free Classification	https://papers.nips.cc/paper/8407-envy-free-classification.pdf	Maria-Florina F. Balcan
Finding Friend and Foe in Multi-Agent Games	https://papers.nips.cc/paper/8408-finding-friend-and-foe-in-multi-agent-games.pdf	Jack Serrino
Image Synthesis with a Single (Robust) Classifier	https://papers.nips.cc/paper/8409-image-synthesis-with-a-single-robust-classifier.pdf	Shibani Santurkar
Model Compression with Adversarial Robustness: A Unified Optimization Framework	https://papers.nips.cc/paper/8410-model-compression-with-adversarial-robustness-a-unified-optimization-framework.pdf	Shupeng Gui
Cross-channel Communication Networks	https://papers.nips.cc/paper/8411-cross-channel-communication-networks.pdf	Jianwei Yang
CondConv: Conditionally Parameterized Convolutions for Efficient Inference	https://papers.nips.cc/paper/8412-condconv-conditionally-parameterized-convolutions-for-efficient-inference.pdf	Brandon Yang
Regression Planning Networks	https://papers.nips.cc/paper/8413-regression-planning-networks.pdf	Danfei Xu
Twin Auxilary Classifiers GAN	https://papers.nips.cc/paper/8414-twin-auxilary-classifiers-gan.pdf	Mingming Gong
Conditional Structure Generation through Graph Variational Generative Adversarial Nets	https://papers.nips.cc/paper/8415-conditional-structure-generation-through-graph-variational-generative-adversarial-nets.pdf	Carl Yang
Distributional Policy Optimization: An Alternative Approach for Continuous Control	https://papers.nips.cc/paper/8416-distributional-policy-optimization-an-alternative-approach-for-continuous-control.pdf	Chen Tessler
Sampling Sketches for Concave Sublinear Functions of Frequencies	https://papers.nips.cc/paper/8417-sampling-sketches-for-concave-sublinear-functions-of-frequencies.pdf	Edith Cohen
Deliberative Explanations: visualizing network insecurities	https://papers.nips.cc/paper/8418-deliberative-explanations-visualizing-network-insecurities.pdf	Pei Wang
Computing Full Conformal Prediction Set with Approximate Homotopy	https://papers.nips.cc/paper/8419-computing-full-conformal-prediction-set-with-approximate-homotopy.pdf	Eugene Ndiaye
Failing Loudly: An Empirical Study of Methods for Detecting Dataset Shift	https://papers.nips.cc/paper/8420-failing-loudly-an-empirical-study-of-methods-for-detecting-dataset-shift.pdf	Stephan Rabanser
Hierarchical Reinforcement Learning with Advantage-Based Auxiliary Rewards	https://papers.nips.cc/paper/8421-hierarchical-reinforcement-learning-with-advantage-based-auxiliary-rewards.pdf	Siyuan Li
Multi-View Reinforcement Learning	https://papers.nips.cc/paper/8422-multi-view-reinforcement-learning.pdf	Minne Li
Cascade RPN: Delving into High-Quality Region Proposal Network with Adaptive Convolution	https://papers.nips.cc/paper/8423-cascade-rpn-delving-into-high-quality-region-proposal-network-with-adaptive-convolution.pdf	Thang Vu
Neural Diffusion Distance for Image Segmentation	https://papers.nips.cc/paper/8424-neural-diffusion-distance-for-image-segmentation.pdf	Jian Sun
Fine-grained Optimization of Deep Neural Networks	https://papers.nips.cc/paper/8425-fine-grained-optimization-of-deep-neural-networks.pdf	Mete Ozay
Extending Stein's unbiased risk estimator to train deep denoisers with correlated pairs of noisy images	https://papers.nips.cc/paper/8426-extending-steins-unbiased-risk-estimator-to-train-deep-denoisers-with-correlated-pairs-of-noisy-images.pdf	Magauiya Zhussip
Fixing Implicit Derivatives: Trust-Region Based Learning of Continuous Energy Functions	https://papers.nips.cc/paper/8427-fixing-implicit-derivatives-trust-region-based-learning-of-continuous-energy-functions.pdf	Chris Russell
Hyperspherical Prototype Networks	https://papers.nips.cc/paper/8428-hyperspherical-prototype-networks.pdf	Pascal Mettes
Expressive power of tensor-network factorizations for probabilistic modeling	https://papers.nips.cc/paper/8429-expressive-power-of-tensor-network-factorizations-for-probabilistic-modeling.pdf	Ivan Glasser
HyperGCN: A New Method For Training Graph Convolutional Networks on Hypergraphs	https://papers.nips.cc/paper/8430-hypergcn-a-new-method-for-training-graph-convolutional-networks-on-hypergraphs.pdf	Naganand Yadati
SSRGD: Simple Stochastic Recursive Gradient Descent for Escaping Saddle Points	https://papers.nips.cc/paper/8431-ssrgd-simple-stochastic-recursive-gradient-descent-for-escaping-saddle-points.pdf	Zhize Li
Efficient Meta Learning via Minibatch Proximal Update	https://papers.nips.cc/paper/8432-efficient-meta-learning-via-minibatch-proximal-update.pdf	Pan Zhou
Unconstrained Monotonic Neural Networks	https://papers.nips.cc/paper/8433-unconstrained-monotonic-neural-networks.pdf	Antoine Wehenkel
Guided Similarity Separation for Image Retrieval	https://papers.nips.cc/paper/8434-guided-similarity-separation-for-image-retrieval.pdf	Chundi Liu
Learning Imbalanced Datasets with Label-Distribution-Aware Margin Loss	https://papers.nips.cc/paper/8435-learning-imbalanced-datasets-with-label-distribution-aware-margin-loss.pdf	Kaidi Cao
Strategizing against No-regret Learners	https://papers.nips.cc/paper/8436-strategizing-against-no-regret-learners.pdf	Yuan Deng
D-VAE: A Variational Autoencoder for Directed Acyclic Graphs	https://papers.nips.cc/paper/8437-d-vae-a-variational-autoencoder-for-directed-acyclic-graphs.pdf	Muhan Zhang
Hierarchical Optimal Transport for Document Representation	https://papers.nips.cc/paper/8438-hierarchical-optimal-transport-for-document-representation.pdf	Mikhail Yurochkin
Multivariate Sparse Coding of Nonstationary Covariances with Gaussian Processes	https://papers.nips.cc/paper/8439-multivariate-sparse-coding-of-nonstationary-covariances-with-gaussian-processes.pdf	Rui Li
Positional Normalization	https://papers.nips.cc/paper/8440-positional-normalization.pdf	Boyi Li
A New Defense Against Adversarial Images: Turning a Weakness into a Strength	https://papers.nips.cc/paper/8441-a-new-defense-against-adversarial-images-turning-a-weakness-into-a-strength.pdf	Shengyuan Hu
Quadratic Video Interpolation	https://papers.nips.cc/paper/8442-quadratic-video-interpolation.pdf	Xiangyu Xu
ResNets Ensemble via the Feynman-Kac Formalism to Improve Natural and Robust Accuracies	https://papers.nips.cc/paper/8443-resnets-ensemble-via-the-feynman-kac-formalism-to-improve-natural-and-robust-accuracies.pdf	Bao Wang
Incremental Scene Synthesis	https://papers.nips.cc/paper/8444-incremental-scene-synthesis.pdf	Benjamin Planche
Self-Supervised Generalisation with Meta Auxiliary Learning	https://papers.nips.cc/paper/8445-self-supervised-generalisation-with-meta-auxiliary-learning.pdf	Shikun Liu
Variational Denoising Network: Toward Blind Noise Modeling and Removal	https://papers.nips.cc/paper/8446-variational-denoising-network-toward-blind-noise-modeling-and-removal.pdf	Zongsheng Yue
Fast Sparse Group Lasso	https://papers.nips.cc/paper/8447-fast-sparse-group-lasso.pdf	Yasutoshi Ida
Learnable Tree Filter for Structure-preserving Feature Transform	https://papers.nips.cc/paper/8448-learnable-tree-filter-for-structure-preserving-feature-transform.pdf	Lin Song
Data-Dependence of Plateau Phenomenon in Learning with Neural Network --- Statistical Mechanical Analysis	https://papers.nips.cc/paper/8449-data-dependence-of-plateau-phenomenon-in-learning-with-neural-network-statistical-mechanical-analysis.pdf	Yuki Yoshida
Coordinated hippocampal-entorhinal replay as structural inference	https://papers.nips.cc/paper/8450-coordinated-hippocampal-entorhinal-replay-as-structural-inference.pdf	Talfan Evans
Cascaded Dilated Dense Network with Two-step Data Consistency for MRI Reconstruction	https://papers.nips.cc/paper/8451-cascaded-dilated-dense-network-with-two-step-data-consistency-for-mri-reconstruction.pdf	Hao Zheng
On the Ineffectiveness of Variance Reduced Optimization for Deep Learning	https://papers.nips.cc/paper/8452-on-the-ineffectiveness-of-variance-reduced-optimization-for-deep-learning.pdf	Aaron Defazio
On the Curved Geometry of Accelerated Optimization	https://papers.nips.cc/paper/8453-on-the-curved-geometry-of-accelerated-optimization.pdf	Aaron Defazio
Multi-marginal Wasserstein GAN	https://papers.nips.cc/paper/8454-multi-marginal-wasserstein-gan.pdf	Jiezhang Cao
Better Exploration with Optimistic Actor Critic	https://papers.nips.cc/paper/8455-better-exploration-with-optimistic-actor-critic.pdf	Kamil Ciosek
Importance Resampling for Off-policy Prediction	https://papers.nips.cc/paper/8456-importance-resampling-for-off-policy-prediction.pdf	Matthew Schlegel
The Label Complexity of Active Learning from Observational Data	https://papers.nips.cc/paper/8457-the-label-complexity-of-active-learning-from-observational-data.pdf	Songbai Yan
Meta-Learning Representations for Continual Learning	https://papers.nips.cc/paper/8458-meta-learning-representations-for-continual-learning.pdf	Khurram Javed
Defense Against Adversarial Attacks Using Feature Scattering-based Adversarial Training	https://papers.nips.cc/paper/8459-defense-against-adversarial-attacks-using-feature-scattering-based-adversarial-training.pdf	Haichao Zhang
Visualizing the PHATE of Neural Networks	https://papers.nips.cc/paper/8460-visualizing-the-phate-of-neural-networks.pdf	Scott Gigante
The Cells Out of Sample (COOS) dataset and benchmarks for measuring out-of-sample generalization of image classifiers	https://papers.nips.cc/paper/8461-the-cells-out-of-sample-coos-dataset-and-benchmarks-for-measuring-out-of-sample-generalization-of-image-classifiers.pdf	Alex Lu
Nonconvex Low-Rank Tensor Completion from Noisy Data	https://papers.nips.cc/paper/8462-nonconvex-low-rank-tensor-completion-from-noisy-data.pdf	Changxiao Cai
Beyond Online Balanced Descent: An Optimal Algorithm for Smoothed Online Optimization	https://papers.nips.cc/paper/8463-beyond-online-balanced-descent-an-optimal-algorithm-for-smoothed-online-optimization.pdf	Gautam Goel
Channel Gating Neural Networks	https://papers.nips.cc/paper/8464-channel-gating-neural-networks.pdf	Weizhe Hua
